OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Hele landet;I alt;I alt;Fraskilt;2008K1;428864
Hele landet;I alt;I alt;Fraskilt;2020K1;544588
Hele landet;I alt;I alt;I alt;2008K1;5475791
Hele landet;I alt;I alt;I alt;2020K1;5822763
